symbol,weight,name_x,holding_source,ticker,ICC,mktcap,name_y,sector,etf,etf_label
EXR,0.0004997501249375312,EXTRA SPACE STORAGE REIT INC,ishares_full_holdings,EXR,0.0421362771733556,30129410048.0,Extra Space Storage Inc,Real Estate,IVV,iShares Core S&P 500 ETF
EXPE,0.0004997501249375312,EXPEDIA GROUP INC,ishares_full_holdings,EXPE,0.1091380081360812,30679054336.0,"Expedia Group, Inc.",Consumer Cyclical,IVV,iShares Core S&P 500 ETF
NRG,0.0004997501249375312,NRG ENERGY INC,ishares_full_holdings,NRG,0.1115076642447564,32818493440.0,"NRG Energy, Inc.",Utilities,IVV,iShares Core S&P 500 ETF
NTRS,0.0004997501249375312,NORTHERN TRUST CORP,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
DTE,0.0004997501249375312,DTE ENERGY,ishares_full_holdings,DTE,0.0710542864533966,30663342080.0,DTE Energy Company,Utilities,IVV,iShares Core S&P 500 ETF
DVN,0.0004997501249375312,DEVON ENERGY CORP,ishares_full_holdings,DVN,0.0749026071528742,29922353152.0,Devon Energy Corporation,Energy,IVV,iShares Core S&P 500 ETF
ADM,0.0004997501249375312,ARCHER DANIELS MIDLAND,ishares_full_holdings,ADM,0.0998949332174478,33747113984.0,Archer-Daniels-Midland Company,Consumer Defensive,IVV,iShares Core S&P 500 ETF
XYL,0.0004997501249375312,XYLEM INC,ishares_full_holdings,XYL,0.0641067714712181,29587877888.0,Xylem Inc.,Industrials,IVV,iShares Core S&P 500 ETF
WAT,0.0004997501249375312,WATERS CORP,ishares_full_holdings,WAT,0.0669102887420499,30549100544.0,Waters Corporation,Healthcare,IVV,iShares Core S&P 500 ETF
VICI,0.0004997501249375312,VICI PPTYS INC,ishares_full_holdings,VICI,0.0947628565921451,30476875776.0,VICI Properties Inc.,Real Estate,IVV,iShares Core S&P 500 ETF
WTW,0.0004997501249375312,WILLIS TOWERS WATSON PLC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
AEE,0.0004997501249375312,AMEREN CORP,ishares_full_holdings,AEE,0.0666501933561029,30998992896.0,Ameren Corporation,Utilities,IVV,iShares Core S&P 500 ETF
WSM,0.000399800099950025,WILLIAMS SONOMA INC,ishares_full_holdings,WSM,0.0652401764994802,22897498112.0,"Williams-Sonoma, Inc.",Consumer Cyclical,IVV,iShares Core S&P 500 ETF
VRSN,0.000399800099950025,VERISIGN INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
LYV,0.000399800099950025,LIVE NATION ENTERTAINMENT INC,ishares_full_holdings,LYV,0.0616973830342354,35974004736.0,"Live Nation Entertainment, Inc.",Communication Services,IVV,iShares Core S&P 500 ETF
WDAY,0.000399800099950025,WORKDAY INC CLASS A,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
VLTO,0.000399800099950025,VERALTO CORP,ishares_full_holdings,VLTO,0.0586787400446516,21803726848.0,Veralto Corp,Industrials,IVV,iShares Core S&P 500 ETF
VRSK,0.000399800099950025,VERISK ANALYTICS INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
ES,0.000399800099950025,EVERSOURCE ENERGY,ishares_full_holdings,ES,0.0836959598057308,25846882304.0,Eversource Energy (D/B/A),Utilities,IVV,iShares Core S&P 500 ETF
EIX,0.000399800099950025,EDISON INTERNATIONAL,ishares_full_holdings,EIX,0.0992503685038185,27074283520.0,Edison International,Utilities,IVV,iShares Core S&P 500 ETF
MTD,0.000399800099950025,METTLER TOLEDO INC,ishares_full_holdings,MTD,0.0502452518348397,25601398784.0,"Mettler-Toledo International, I",Healthcare,IVV,iShares Core S&P 500 ETF
NTAP,0.000399800099950025,NETAPP INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
EFX,0.000399800099950025,EQUIFAX INC,ishares_full_holdings,EFX,0.089266908469829,21102610432.0,"Equifax, Inc.",Industrials,IVV,iShares Core S&P 500 ETF
DRI,0.000399800099950025,DARDEN RESTAURANTS INC,ishares_full_holdings,DRI,0.0674182913689536,23175012352.0,"Darden Restaurants, Inc.",Consumer Cyclical,IVV,iShares Core S&P 500 ETF
DXCM,0.000399800099950025,DEXCOM INC,ishares_full_holdings,DXCM,0.0736770763601755,24194236416.0,"DexCom, Inc.",Healthcare,IVV,iShares Core S&P 500 ETF
OMC,0.000399800099950025,OMNICOM GROUP INC,ishares_full_holdings,OMC,0.1565375872527533,23840038912.0,Omnicom Group Inc.,Communication Services,IVV,iShares Core S&P 500 ETF
NI,0.000399800099950025,NISOURCE INC,ishares_full_holdings,NI,0.0611644999961382,23108368384.0,NiSource Inc,Utilities,IVV,iShares Core S&P 500 ETF
EXE,0.000399800099950025,EXPAND ENERGY CORP,ishares_full_holdings,EXE,0.0916028514461914,23150352384.0,Expand Energy Corporation,Energy,IVV,iShares Core S&P 500 ETF
CMS,0.000399800099950025,CMS ENERGY CORP,ishares_full_holdings,CMS,0.0676412627021826,23598702592.0,CMS Energy Corporation,Utilities,IVV,iShares Core S&P 500 ETF
CTRA,0.000399800099950025,COTERRA ENERGY INC,ishares_full_holdings,CTRA,0.0657003772820895,25552218112.0,Coterra Energy Inc.,Energy,IVV,iShares Core S&P 500 ETF
DGX,0.000399800099950025,QUEST DIAGNOSTICS INC,ishares_full_holdings,DGX,0.0671252601903688,22147829760.0,Quest Diagnostics Incorporated,Healthcare,IVV,iShares Core S&P 500 ETF
DG,0.000399800099950025,DOLLAR GENERAL CORP,ishares_full_holdings,DG,0.0761005216213074,26880823296.0,Dollar General Corporation,Consumer Defensive,IVV,iShares Core S&P 500 ETF
FIS,0.000399800099950025,FIDELITY NATIONAL INFORMATION SERV,ishares_full_holdings,FIS,0.1331688301235717,23686494208.0,Fidelity National Information S,Technology,IVV,iShares Core S&P 500 ETF
FICO,0.000399800099950025,FAIR ISAAC CORP,ishares_full_holdings,FICO,0.0909961149680885,23241998336.0,Fair Isaac Corporation,Technology,IVV,iShares Core S&P 500 ETF
FE,0.000399800099950025,FIRSTENERGY CORP,ishares_full_holdings,FE,0.0753810602063315,28700141568.0,FirstEnergy Corp.,Utilities,IVV,iShares Core S&P 500 ETF
RF,0.000399800099950025,REGIONS FINANCIAL CORP,ishares_full_holdings,RF,0.1069527063927518,24262582272.0,Regions Financial Corporation,Financial Services,IVV,iShares Core S&P 500 ETF
RJF,0.000399800099950025,RAYMOND JAMES INC,ishares_full_holdings,RJF,0.0982357964901333,30235738112.0,"Raymond James Financial, Inc.",Financial Services,IVV,iShares Core S&P 500 ETF
SBAC,0.000399800099950025,SBA COMMUNICATIONS REIT CORP CLASS,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
TPL,0.000399800099950025,TEXAS PACIFIC LAND CORP,ishares_full_holdings,TPL,0.0372214510865869,30275682304.0,Texas Pacific Land Corporation,Energy,IVV,iShares Core S&P 500 ETF
STE,0.000399800099950025,STERIS,ishares_full_holdings,STE,0.0588565446416377,21937819648.0,STERIS plc (Ireland),Healthcare,IVV,iShares Core S&P 500 ETF
STZ,0.000399800099950025,CONSTELLATION BRANDS INC CLASS A,ishares_full_holdings,STZ,0.0761804445230157,27734894592.0,"Constellation Brands, Inc.",Consumer Defensive,IVV,iShares Core S&P 500 ETF
ARES,0.000399800099950025,ARES MANAGEMENT CORP CLASS A,ishares_full_holdings,ARES,0.1216818377641303,25884444672.0,Ares Management Corporation,Financial Services,IVV,iShares Core S&P 500 ETF
TROW,0.000399800099950025,T ROWE PRICE GROUP INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
ALB,0.000399800099950025,ALBEMARLE CORP,ishares_full_holdings,ALB,0.063099621489932,22768672768.0,Albemarle Corporation,Basic Materials,IVV,iShares Core S&P 500 ETF
ULTA,0.000399800099950025,ULTA BEAUTY INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
HUM,0.000399800099950025,HUMANA INC,ishares_full_holdings,HUM,0.2166056599348432,25805707264.0,Humana Inc.,Healthcare,IVV,iShares Core S&P 500 ETF
SYF,0.000399800099950025,SYNCHRONY FINANCIAL,ishares_full_holdings,SYF,0.1244167621680852,26632828928.0,Synchrony Financial,Financial Services,IVV,iShares Core S&P 500 ETF
AVB,0.000399800099950025,AVALONBAY COMMUNITIES REIT INC,ishares_full_holdings,AVB,0.0403597716462623,24114933760.0,"AvalonBay Communities, Inc.",Real Estate,IVV,iShares Core S&P 500 ETF
AWK,0.000399800099950025,AMERICAN WATER WORKS INC,ishares_full_holdings,AWK,0.0616563834559568,26356957184.0,"American Water Works Company, I",Utilities,IVV,iShares Core S&P 500 ETF
LH,0.000399800099950025,LABCORP HOLDINGS INC,ishares_full_holdings,LH,0.0751537719545094,21829408768.0,Labcorp Holdings Inc.,Healthcare,IVV,iShares Core S&P 500 ETF
CHD,0.000399800099950025,CHURCH AND DWIGHT INC,ishares_full_holdings,CHD,0.0495757511820869,22403645440.0,"Church & Dwight Company, Inc.",Consumer Defensive,IVV,iShares Core S&P 500 ETF
PHM,0.000399800099950025,PULTEGROUP INC,ishares_full_holdings,PHM,0.0875603118468259,25101373440.0,"PulteGroup, Inc.",Consumer Cyclical,IVV,iShares Core S&P 500 ETF
PPG,0.000399800099950025,PPG INDUSTRIES INC,ishares_full_holdings,PPG,0.0877802603646479,24682754048.0,"PPG Industries, Inc.",Basic Materials,IVV,iShares Core S&P 500 ETF
CPAY,0.000399800099950025,CORPAY INC,ishares_full_holdings,CPAY,0.0985193602545529,20730394624.0,"Corpay, Inc.",Technology,IVV,iShares Core S&P 500 ETF
CINF,0.000399800099950025,CINCINNATI FINANCIAL CORP,ishares_full_holdings,CINF,0.0656960206859532,26183305216.0,Cincinnati Financial Corporatio,Financial Services,IVV,iShares Core S&P 500 ETF
CHRW,0.000399800099950025,CH ROBINSON WORLDWIDE INC,ishares_full_holdings,CHRW,0.0694764434080762,21795391488.0,"C.H. Robinson Worldwide, Inc.",Industrials,IVV,iShares Core S&P 500 ETF
CNP,0.000399800099950025,CENTERPOINT ENERGY INC,ishares_full_holdings,CNP,0.0625428619574642,28246769664.0,"CenterPoint Energy, Inc (Holdin",Utilities,IVV,iShares Core S&P 500 ETF
LULU,0.0002998500749625187,LULULEMON ATHLETICA INC,ishares_full_holdings,LULU,0.0843280865271035,16618293248.0,lululemon athletica inc.,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
EXPD,0.0002998500749625187,EXPEDITORS INTERNATIONAL OF WASHIN,ishares_full_holdings,EXPD,0.051488932272559,19914354688.0,Expeditors International of Was,Industrials,IVV,iShares Core S&P 500 ETF
LUV,0.0002998500749625187,SOUTHWEST AIRLINES,ishares_full_holdings,LUV,0.2379074135543583,18538108928.0,Southwest Airlines Company,Industrials,IVV,iShares Core S&P 500 ETF
LYB,0.0002998500749625187,LYONDELLBASELL INDUSTRIES NV CLASS,ishares_full_holdings,LYB,0.0842459192256858,22826244096.0,LyondellBasell Industries NV,Basic Materials,IVV,iShares Core S&P 500 ETF
ZBH,0.0002998500749625187,ZIMMER BIOMET HOLDINGS INC,ishares_full_holdings,ZBH,0.0861051838882839,17893527552.0,"Zimmer Biomet Holdings, Inc.",Healthcare,IVV,iShares Core S&P 500 ETF
WY,0.0002998500749625187,WEYERHAEUSER REIT,ishares_full_holdings,WY,0.1244066243054121,18026065920.0,Weyerhaeuser Company,Real Estate,IVV,iShares Core S&P 500 ETF
WRB,0.0002998500749625187,WR BERKLEY CORP,ishares_full_holdings,WRB,0.0595134341095562,25633896448.0,W.R. Berkley Corporation,Financial Services,IVV,iShares Core S&P 500 ETF
HPQ,0.0002998500749625187,HP INC,ishares_full_holdings,HPQ,0.1153195578072451,18488207360.0,HP Inc.,Technology,IVV,iShares Core S&P 500 ETF
VTRS,0.0002998500749625187,VIATRIS INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
WST,0.0002998500749625187,WEST PHARMACEUTICAL SERVICES INC,ishares_full_holdings,WST,0.0418454133957933,22323675136.0,"West Pharmaceutical Services, I",Healthcare,IVV,iShares Core S&P 500 ETF
KHC,0.0002998500749625187,KRAFT HEINZ,ishares_full_holdings,KHC,0.10650651767056,26006872064.0,The Kraft Heinz Company,Consumer Defensive,IVV,iShares Core S&P 500 ETF
BALL,0.0002998500749625187,BALL CORP,ishares_full_holdings,BALL,0.0866529350118644,16799580160.0,Ball Corporation,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
SW,0.0002998500749625187,SMURFIT WESTROCK PLC,ishares_full_holdings,SW,0.1616385172714912,21242769408.0,Smurfit WestRock plc,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
BG,0.0002998500749625187,BUNGE GLOBAL SA,ishares_full_holdings,BG,0.1279556102235107,24501512192.0,Bunge Limited,Consumer Defensive,IVV,iShares Core S&P 500 ETF
IP,0.0002998500749625187,INTERNATIONAL PAPER,ishares_full_holdings,IP,0.2792449890557119,17758967808.0,International Paper Company,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
LDOS,0.0002998500749625187,LEIDOS HOLDINGS INC,ishares_full_holdings,LDOS,0.0810084887112615,18655561728.0,"Leidos Holdings, Inc.",Technology,IVV,iShares Core S&P 500 ETF
GIS,0.0002998500749625187,GENERAL MILLS INC,ishares_full_holdings,GIS,0.0860602273965606,18929674240.0,"General Mills, Inc.",Consumer Defensive,IVV,iShares Core S&P 500 ETF
TSN,0.0002998500749625187,TYSON FOODS INC CLASS A,ishares_full_holdings,TSN,0.0913403962281872,22966112256.0,"Tyson Foods, Inc.",Consumer Defensive,IVV,iShares Core S&P 500 ETF
GPN,0.0002998500749625187,GLOBAL PAYMENTS INC,ishares_full_holdings,GPN,0.182512586861956,18677991424.0,Global Payments Inc.,Industrials,IVV,iShares Core S&P 500 ETF
GPC,0.0002998500749625187,GENUINE PARTS,ishares_full_holdings,GPC,0.0905816340920545,15274216448.0,Genuine Parts Company,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
AMCR,0.0002998500749625187,AMCOR PLC,ishares_full_holdings,AMCR,0.1328247577754892,18315491328.0,Amcor plc,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
TXT,0.0002998500749625187,TEXTRON INC,ishares_full_holdings,TXT,0.0863810306520184,15733317632.0,Textron Inc.,Industrials,IVV,iShares Core S&P 500 ETF
IFF,0.0002998500749625187,INTERNATIONAL FLAVORS & FRAGRANCES,ishares_full_holdings,IFF,0.0748805746371136,18120759296.0,International Flavors & Fragran,Basic Materials,IVV,iShares Core S&P 500 ETF
INCY,0.0002998500749625187,INCYTE CORP,ishares_full_holdings,INCY,0.1054911667831016,18999912448.0,Incyte Corporation,Healthcare,IVV,iShares Core S&P 500 ETF
TSCO,0.0002998500749625187,TRACTOR SUPPLY,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
TRMB,0.0002998500749625187,TRIMBLE INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
BR,0.0002998500749625187,BROADRIDGE FINANCIAL SOLUTIONS INC,ishares_full_holdings,BR,0.0779545402020774,18206961664.0,"Broadridge Financial Solutions,",Technology,IVV,iShares Core S&P 500 ETF
BRO,0.0002998500749625187,BROWN & BROWN INC,ishares_full_holdings,BRO,0.0786159183386306,22995374080.0,"Brown & Brown, Inc.",Financial Services,IVV,iShares Core S&P 500 ETF
KEY,0.0002998500749625187,KEYCORP,ishares_full_holdings,KEY,0.1302348576998749,23931320320.0,KeyCorp,Financial Services,IVV,iShares Core S&P 500 ETF
JBHT,0.0002998500749625187,JB HUNT TRANSPORT SERVICES INC,ishares_full_holdings,JBHT,0.0698971717805777,24002000896.0,"J.B. Hunt Transport Services, I",Industrials,IVV,iShares Core S&P 500 ETF
KIM,0.0002998500749625187,KIMCO REALTY REIT CORP,ishares_full_holdings,KIM,0.0543797655745251,16077772800.0,Kimco Realty Corporation (HC),Real Estate,IVV,iShares Core S&P 500 ETF
NVR,0.0002998500749625187,NVR INC,ishares_full_holdings,NVR,0.0790557842199385,18527303680.0,"NVR, Inc.",Consumer Cyclical,IVV,iShares Core S&P 500 ETF
LII,0.0002998500749625187,LENNOX INTERNATIONAL INC,ishares_full_holdings,LII,0.0651025449726358,17188544512.0,"Lennox International, Inc.",Industrials,IVV,iShares Core S&P 500 ETF
MRNA,0.0002998500749625187,MODERNA INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
EQR,0.0002998500749625187,EQUITY RESIDENTIAL REIT,ishares_full_holdings,EQR,0.0446393793028112,23473371136.0,Equity Residential,Real Estate,IVV,iShares Core S&P 500 ETF
ESS,0.0002998500749625187,ESSEX PROPERTY TRUST REIT INC,ishares_full_holdings,ESS,0.0345048345113766,16445536256.0,"Essex Property Trust, Inc.",Real Estate,IVV,iShares Core S&P 500 ETF
EVRG,0.0002998500749625187,EVERGY INC,ishares_full_holdings,EVRG,0.0690905414057349,18857967616.0,"Evergy, Inc.",Utilities,IVV,iShares Core S&P 500 ETF
EL,0.0002998500749625187,ESTEE LAUDER INC CLASS A,ishares_full_holdings,EL,0.1049244913616588,27635945472.0,"Estee Lauder Companies, Inc. (T",Consumer Defensive,IVV,iShares Core S&P 500 ETF
LNT,0.0002998500749625187,ALLIANT ENERGY CORP,ishares_full_holdings,LNT,0.0641954796844522,18758619136.0,Alliant Energy Corporation,Utilities,IVV,iShares Core S&P 500 ETF
LEN,0.0002998500749625187,LENNAR A CORP CLASS A,ishares_full_holdings,LEN,0.1265513425926435,23196375040.0,Lennar Corporation,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
DLTR,0.0002998500749625187,DOLLAR TREE INC,ishares_full_holdings,DLTR,0.0751600548951284,20173744128.0,"Dollar Tree, Inc.",Consumer Defensive,IVV,iShares Core S&P 500 ETF
PKG,0.0002998500749625187,PACKAGING CORP OF AMERICA,ishares_full_holdings,PKG,0.086848555414892,19182663680.0,Packaging Corporation of Americ,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
CHTR,0.0002998500749625187,CHARTER COMMUNICATIONS INC CLASS A,ishares_full_holdings,CHTR,0.14260075264839,30616977408.0,"Charter Communications, Inc.",Communication Services,IVV,iShares Core S&P 500 ETF
CF,0.0002998500749625187,CF INDUSTRIES HOLDINGS INC,ishares_full_holdings,CF,0.0745943709059705,19292686336.0,"CF Industries Holdings, Inc.",Basic Materials,IVV,iShares Core S&P 500 ETF
SNA,0.0002998500749625187,SNAP ON INC,ishares_full_holdings,SNA,0.0633266799548072,20341407744.0,Snap-On Incorporated,Industrials,IVV,iShares Core S&P 500 ETF
FTV,0.0002998500749625187,FORTIVE CORP,ishares_full_holdings,FTV,0.0567894188348001,18813276160.0,Fortive Corporation,Technology,IVV,iShares Core S&P 500 ETF
L,0.0002998500749625187,LOEWS CORP,ishares_full_holdings,L,0.1609711207001161,23132403712.0,Loews Corporation,Financial Services,IVV,iShares Core S&P 500 ETF
SATS,0.0002998500749625187,ECHOSTAR CORP CLASS A,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
CDW,0.0002998500749625187,CDW CORP,ishares_full_holdings,CDW,0.0823787060030238,17603753984.0,CDW Corporation,Technology,IVV,iShares Core S&P 500 ETF
ROL,0.0002998500749625187,ROLLINS INC,ishares_full_holdings,ROL,0.0411880768419344,27468544000.0,"Rollins, Inc.",Consumer Cyclical,IVV,iShares Core S&P 500 ETF
FSLR,0.0002998500749625187,FIRST SOLAR INC,ishares_full_holdings,FSLR,0.1498840493027041,21080764416.0,"First Solar, Inc.",Technology,IVV,iShares Core S&P 500 ETF
CNC,0.0002998500749625187,CENTENE CORP,ishares_full_holdings,CNC,0.1378603797671737,20206931968.0,Centene Corporation,Healthcare,IVV,iShares Core S&P 500 ETF
PTC,0.0002998500749625187,PTC INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
LVS,0.0002998500749625187,LAS VEGAS SANDS CORP,ishares_full_holdings,LVS,0.0835019985708566,34474967040.0,Las Vegas Sands Corp.,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
PFG,0.0002998500749625187,PRINCIPAL FINANCIAL GROUP INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
CSGP,0.0002998500749625187,COSTAR GROUP INC,ishares_full_holdings,CSGP,0.0980815326883512,15842496512.0,"CoStar Group, Inc.",Real Estate,IVV,iShares Core S&P 500 ETF
DD,0.0002998500749625187,DUPONT DE NEMOURS INC,ishares_full_holdings,DD,0.0730410701683316,19006005248.0,"DuPont de Nemours, Inc.",Basic Materials,IVV,iShares Core S&P 500 ETF
FFIV,0.0002998500749625187,F5 INC,ishares_full_holdings,FFIV,0.0526441752586522,16949565440.0,"F5, Inc.",Technology,IVV,iShares Core S&P 500 ETF
MAS,0.0001999000499750125,MASCO CORP,ishares_full_holdings,MAS,0.074760488723865,15210776576.0,Masco Corporation,Industrials,IVV,iShares Core S&P 500 ETF
ZBRA,0.0001999000499750125,ZEBRA TECHNOLOGIES CORP CLASS A,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
HST,0.0001999000499750125,HOST HOTELS & RESORTS REIT INC,ishares_full_holdings,HST,0.0485424511621039,14482112512.0,"Host Hotels & Resorts, Inc.",Real Estate,IVV,iShares Core S&P 500 ETF
AIZ,0.0001999000499750125,ASSURANT INC,ishares_full_holdings,AIZ,0.0885555882841833,11473911808.0,"Assurant, Inc.",Financial Services,IVV,iShares Core S&P 500 ETF
AES,0.0001999000499750125,AES CORP,ishares_full_holdings,AES,0.12369584592886,10339538944.0,The AES Corporation,Utilities,IVV,iShares Core S&P 500 ETF
UDR,0.0001999000499750125,UDR REIT INC,ishares_full_holdings,UDR,0.0311635262835154,13143232512.0,"UDR, Inc.",Real Estate,IVV,iShares Core S&P 500 ETF
BBY,0.0001999000499750125,BEST BUY INC,ishares_full_holdings,BBY,0.1226835927965547,12886409216.0,"Best Buy Co., Inc.",Consumer Cyclical,IVV,iShares Core S&P 500 ETF
SMCI,0.0001999000499750125,SUPER MICRO COMPUTER INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
REG,0.0001999000499750125,REGENCY CENTERS REIT CORP,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
HAS,0.0001999000499750125,HASBRO INC,ishares_full_holdings,HAS,0.0815462642331109,13668150272.0,"Hasbro, Inc.",Consumer Cyclical,IVV,iShares Core S&P 500 ETF
DPZ,0.0001999000499750125,DOMINOS PIZZA INC,ishares_full_holdings,DPZ,0.0695833177408341,12521874432.0,Domino's Pizza Inc,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
MAA,0.0001999000499750125,MID AMERICA APARTMENT COMMUNITIES,ishares_full_holdings,MAA,0.0340625796743917,14659802112.0,Mid-America Apartment Communiti,Real Estate,IVV,iShares Core S&P 500 ETF
MKC,0.0001999000499750125,MCCORMICK & CO NON-VOTING INC,ishares_full_holdings,MKC,0.0791912138690923,13950273536.0,"McCormick & Company, Incorporat",Consumer Defensive,IVV,iShares Core S&P 500 ETF
EG,0.0001999000499750125,EVEREST GROUP LTD,ishares_full_holdings,EG,0.1566548198627756,14039467008.0,"Everest Group, Ltd.",Financial Services,IVV,iShares Core S&P 500 ETF
NDSN,0.0001999000499750125,NORDSON CORP,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
NWSA,0.0001999000499750125,NEWS CORP CLASS A,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
AKAM,0.0001999000499750125,AKAMAI TECHNOLOGIES INC,ishares_full_holdings,AKAM,0.0805823323179978,14159911936.0,"Akamai Technologies, Inc.",Technology,IVV,iShares Core S&P 500 ETF
TYL,0.0001999000499750125,TYLER TECHNOLOGIES INC,ishares_full_holdings,TYL,0.0571111095353428,14431897600.0,"Tyler Technologies, Inc.",Technology,IVV,iShares Core S&P 500 ETF
TTD,0.0001999000499750125,TRADE DESK INC CLASS A,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
UHS,0.0001999000499750125,UNIVERSAL HEALTH SERVICES INC CLAS,ishares_full_holdings,UHS,0.1105812163940952,11057366016.0,"Universal Health Services, Inc.",Healthcare,IVV,iShares Core S&P 500 ETF
ALLE,0.0001999000499750125,ALLEGION PLC,ishares_full_holdings,ALLE,0.0706296538200166,12668648448.0,Allegion plc,Industrials,IVV,iShares Core S&P 500 ETF
ALGN,0.0001999000499750125,ALIGN TECHNOLOGY INC,ishares_full_holdings,ALGN,0.0672581811946608,13655265280.0,"Align Technology, Inc.",Healthcare,IVV,iShares Core S&P 500 ETF
HII,0.0001999000499750125,HUNTINGTON INGALLS INDUSTRIES INC,ishares_full_holdings,HII,0.0823907572484214,14575067136.0,"Huntington Ingalls Industries, ",Industrials,IVV,iShares Core S&P 500 ETF
BAX,0.0001999000499750125,BAXTER INTERNATIONAL INC,ishares_full_holdings,BAX,0.0937827354390985,9504208896.0,Baxter International Inc.,Healthcare,IVV,iShares Core S&P 500 ETF
SWK,0.0001999000499750125,STANLEY BLACK & DECKER INC,ishares_full_holdings,SWK,0.1170482862241554,11803322368.0,"Stanley Black & Decker, Inc.",Industrials,IVV,iShares Core S&P 500 ETF
SWKS,0.0001999000499750125,SKYWORKS SOLUTIONS INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
AVY,0.0001999000499750125,AVERY DENNISON CORP,ishares_full_holdings,AVY,0.0849132471888708,12878218240.0,Avery Dennison Corporation,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
GNRC,0.0001999000499750125,GENERAC HOLDINGS INC,ishares_full_holdings,GNRC,0.0798280949119036,12813627392.0,Generac Holdlings Inc.,Industrials,IVV,iShares Core S&P 500 ETF
APTV,0.0001999000499750125,APTIV PLC,ishares_full_holdings,APTV,0.0934994731077514,15171734528.0,Aptiv PLC,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
APA,0.0001999000499750125,APA CORP,ishares_full_holdings,APA,0.0891815958239959,13662459904.0,APA Corporation,Energy,IVV,iShares Core S&P 500 ETF
SGAFT,0.0001999000499750125,CASH COLLATERAL USD SGAFT,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
CLX,0.0001999000499750125,CLOROX,ishares_full_holdings,CLX,0.107655063638082,11808252928.0,Clorox Company (The),Consumer Defensive,IVV,iShares Core S&P 500 ETF
PNW,0.0001999000499750125,PINNACLE WEST CORP,ishares_full_holdings,PNW,0.101124897578641,12520102912.0,Pinnacle West Capital Corporati,Utilities,IVV,iShares Core S&P 500 ETF
PNR,0.0001999000499750125,PENTAIR,ishares_full_holdings,PNR,0.0708636786642712,14769567744.0,Pentair plc.,Industrials,IVV,iShares Core S&P 500 ETF
CPT,0.0001999000499750125,CAMDEN PROPERTY TRUST REIT,ishares_full_holdings,CPT,0.0558648781911689,10727136256.0,Camden Property Trust,Real Estate,IVV,iShares Core S&P 500 ETF
RL,0.0001999000499750125,RALPH LAUREN CORP CLASS A,ishares_full_holdings,RL,0.0616102849170268,22506174464.0,Ralph Lauren Corporation,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
PODD,0.0001999000499750125,INSULET CORP,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
COO,0.0001999000499750125,COOPER INC,ishares_full_holdings,COO,0.0747898781189279,12672679936.0,"The Cooper Companies, Inc.",Healthcare,IVV,iShares Core S&P 500 ETF
DECK,0.0001999000499750125,DECKERS OUTDOOR CORP,ishares_full_holdings,DECK,0.0636975121215614,15289431040.0,Deckers Outdoor Corporation,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
DOC,0.0001999000499750125,HEALTHPEAK PROPERTIES INC,ishares_full_holdings,DOC,0.0102673674815689,11409161216.0,"Healthpeak Properties, Inc.",Real Estate,IVV,iShares Core S&P 500 ETF
